(( 0.16115607994504, 0.10559915870145, 0.39685946606159, 3.9086724171084), Plastic )
(( 0.097791702822866, 0.12159670640395, 0.28121603457099, 4.1476552986088), Plastic )
(( 0.085262565742986, 0.041796331655014, 0.16631531383895, 4.1874788820291), Metal )
(( 0.072487002184055, 0.071037811442638, 0.24970663296981, 2.3143197808929), Metal )
(( 0.10159937391065, 0.06856994666044, 0.15365445609295, 2.8932288953077), Plastic )
(( 0.077866776941713, 0.069907023435792, 0.24368569366854, 3.9071435082149), Metal )
(( 0.078463240266045, 0.10334546581813, 0.56409358445943, 3.2730948052382), Ceramic )
(( 0.059786610001358, 0.031834583229158, 0.12481270959897, 3.8207283060791), Ceramic )
(( 0.062255491311076, 0.07552237233831, 0.36372073340934, 3.3079517364153), Ceramic )
(( 0.11104934137906, 0.14583587420055, 0.34878783992042, 2.5918908317439), Plastic )
(( 0.097814207465001, 0.1455151082333, 0.36868929524805, 3.1775314659379), Plastic )
(( 0.10884047090451, 0.11393756566758, 0.26841185233289, 4.2611826085644), Plastic )
