(( 0.05, 0.072527248782958, 0.30185771863223, 3.4537972970423), Ceramic )
(( 0.17537126021964, 0.15, 0.60770162100646, 3.6798798029003), Plastic )
(( 0.095396528010503, 0.1073508048413, 0.44914845434442, 3.7125280342795), Metal )
(( 0.061265079660704, 0.03, 0.13464333331359, 1.8221710023221), Ceramic )
(( 0.076167008839343, 0.072996399347331, 0.37303726855849, 2.3515980775292), Ceramic )
(( 0.089635333998389, 0.1049001633107, 0.22588634382788, 2.6940371713158), Plastic )
(( 0.076467045468859, 0.03, 0.23011910676905, 3.1737380102807), Ceramic )
(( 0.07959063479199, 0.077508124771247, 0.28893486301583, 2.0099526885248), Metal )
(( 0.13713424341664, 0.1343701614569, 0.41300019683368, 2.2996791609584), Plastic )
(( 0.12084334431434, 0.059141656703187, 0.46776809810391, 2.6872599986822), Ceramic )
(( 0.12071908936681, 0.099357555978828, 0.74474562421348, 4.4388012067659), Ceramic )
(( 0.14948784706672, 0.10954134168431, 0.38004298646098, 2.5953867928565), Plastic )
(( 0.13819189135409, 0.1103280501156, 0.75, 2.8767168678919), Ceramic )
(( 0.082965578628383, 0.078087857680094, 0.25059370291729, 3.5600936079806), Metal )
(( 0.09442299845526, 0.11009195378581, 0.66610240392935, 4.1304180057041), Ceramic )
(( 0.1257215470902, 0.075329092578857, 0.25142671865802, 3.2648094368402), Plastic )
(( 0.15260093243981, 0.15, 0.51500250254195, 3.6317266935883), Plastic )
(( 0.14377853247971, 0.11001499019926, 0.75, 4.4659975692543), Ceramic )
(( 0.053111749864273, 0.03, 0.14653639871497, 3.2400843369296), Ceramic )
(( 0.067518746554733, 0.035325988820993, 0.1, 4.8950158271275), Ceramic )
(( 0.12795582578832, 0.042860140724054, 0.19650959944384, 3.4312876213435), Plastic )
(( 0.082883759494782, 0.03, 0.16659212125245, 4.0643478135358), Ceramic )
(( 0.11625286657285, 0.094504816298383, 0.6882648177307, 3.4007871824722), Ceramic )
(( 0.07598576904468, 0.056679928253609, 0.21565245097286, 3.5632312578202), Metal )
(( 0.064559099550601, 0.03, 0.12706005230253, 2.02979084615), Ceramic )
(( 0.09983497716674, 0.1034393925074, 0.42051027138636, 2.4095148537599), Metal )
(( 0.11269141344595, 0.15, 0.40812886387933, 2.5009040816549), Plastic )
(( 0.05592222824495, 0.068912655983038, 0.26690293720367, 2.0480176404854), Ceramic )
(( 0.082637405103794, 0.076865687819242, 0.28743156828101, 2.9411816228334), Metal )
(( 0.085729010731548, 0.10334906242295, 0.58446636126423, 3.436579843616), Ceramic )
(( 0.12384173845572, 0.15, 0.38441744666482, 3.2119080792309), Plastic )
(( 0.12729818342634, 0.11907151036346, 0.3655469551527, 2.1634522368928), Plastic )
(( 0.123030994545, 0.11247787961756, 0.25379250055347, 5.173587255075), Plastic )
(( 0.10127330728721, 0.10417740366171, 0.4630932822031, 2.5194584814104), Metal )
(( 0.078193159203409, 0.081816409045039, 0.27719869638726, 2.922992244804), Metal )
(( 0.072148491323596, 0.03, 0.1, 4.7930351280573), Metal )
(( 0.06915722053281, 0.055073381475554, 0.17440490342955, 3.3616588388161), Metal )
(( 0.085790151819537, 0.050872239755774, 0.23337806792991, 1.9621163462231), Ceramic )
(( 0.13846495220534, 0.079135181865735, 0.67171146331535, 5.3970654314954), Ceramic )
(( 0.10092574795896, 0.041446489669618, 0.23959161540435, 4.1382721128777), Ceramic )
(( 0.053922639887116, 0.03, 0.1, 4.9049906186651), Metal )
(( 0.18002026654656, 0.15, 0.60740529969025, 3.1546947490063), Plastic )
(( 0.11489008095891, 0.08777612577927, 0.66686816562607, 1.3920206449831), Ceramic )
(( 0.05338189821559, 0.060823326712153, 0.20421264623416, 2.9350617229383), Ceramic )
(( 0.056224736088584, 0.047467039449283, 0.124955168469, 4.8215110351156), Metal )
(( 0.05, 0.046128602940945, 0.12686684532216, 2.5935463513487), Metal )
(( 0.054114894260845, 0.03, 0.12413575787554, 2.7062523301517), Ceramic )
(( 0.14088171316407, 0.15, 0.49120069482, 2.3726098919555), Plastic )
(( 0.096946821829101, 0.13953609733286, 0.75, 4.6389057303583), Ceramic )
(( 0.13178674824994, 0.11994779761075, 0.75, 3.5996264763151), Ceramic )
(( 0.12951700651113, 0.13512810964826, 0.3347320990822, 1.748247311692), Plastic )
(( 0.091016457960621, 0.085387114103197, 0.49894902376041, 3.6203498445325), Ceramic )
(( 0.10441091746143, 0.11324460686428, 0.75, 4.9934211847568), Ceramic )
(( 0.13644577032129, 0.119946915761, 0.44079297931843, 2.348618647331), Plastic )
(( 0.096693942221455, 0.07453236832372, 0.45615202958632, 3.6864001615831), Ceramic )
(( 0.16847342367523, 0.15, 0.5986770658413, 2.4369226899278), Plastic )
(( 0.089696097425008, 0.090463763024586, 0.52777921167757, 4.44674898974), Ceramic )
(( 0.083541252313692, 0.096024471310412, 0.39004128334832, 1.0305871968709), Metal )
(( 0.063967488272289, 0.040204825563685, 0.11344639612637, 1.1480567920272), Metal )
